Longitude,Latitude
106.14758958000,-5.91934491000
106.14786056000,-5.91934435000
106.14813154000,-5.91934379000
106.14840253000,-5.91934323000
106.14867351000,-5.91934267000
106.14975744000,-5.91934042000
106.15084137000,-5.91933817000
106.15111236000,-5.91933761000
106.15138334000,-5.91933705000
106.14596424000,-5.91961961000
106.14623522000,-5.91961905000
106.15219685000,-5.91960670000
106.15246783000,-5.91960613000
106.14460988000,-5.91989374000
106.14515184000,-5.91989262000
106.15301036000,-5.91987634000
106.15328135000,-5.91987578000
106.15355233000,-5.91987522000
106.15382331000,-5.91987465000
106.15409429000,-5.91987409000
106.14298453000,-5.92016843000
106.14325552000,-5.92016787000
106.14352650000,-5.92016731000
106.14379748000,-5.92016675000
106.15436584000,-5.92014486000
106.15463682000,-5.92014430000
106.14135918000,-5.92044311000
106.14163017000,-5.92044255000
106.14190115000,-5.92044200000
106.15545034000,-5.92041394000
106.15572132000,-5.92041337000
106.15599230000,-5.92041281000
106.15626328000,-5.92041224000
106.15680525000,-5.92041111000
106.15707623000,-5.92041055000
106.15734722000,-5.92040998000
106.14054679000,-5.92071612000
106.14081777000,-5.92071556000
106.15545090000,-5.92068527000
106.15734778000,-5.92068132000
106.15761876000,-5.92068075000
106.15843171000,-5.92067905000
106.15870270000,-5.92067849000
106.15951564000,-5.92067679000
106.15978663000,-5.92067622000
106.14000537000,-5.92098857000
106.15843228000,-5.92095039000
106.15870326000,-5.92094982000
106.15897424000,-5.92094926000
106.15951621000,-5.92094812000
106.15978719000,-5.92094756000
106.16005818000,-5.92094699000
106.16032916000,-5.92094642000
106.16060014000,-5.92094586000
106.13946396000,-5.92126102000
106.15951678000,-5.92121946000
106.15978776000,-5.92121889000
106.16032972000,-5.92121776000
106.16060071000,-5.92121719000
106.13919353000,-5.92153291000
106.16060127000,-5.92148853000
106.16087226000,-5.92148796000
106.16114324000,-5.92148739000
106.16141422000,-5.92148682000
106.16114381000,-5.92175873000
106.16141479000,-5.92175816000
106.15951847000,-5.92203346000
106.16141536000,-5.92202949000
106.16168634000,-5.92202893000
106.15924806000,-5.92230536000
106.16168691000,-5.92230026000
106.16195789000,-5.92229969000
106.15924862000,-5.92257670000
106.15951961000,-5.92257613000
106.16195846000,-5.92257103000
106.16222944000,-5.92257046000
106.16223001000,-5.92284179000
106.16250099000,-5.92284122000
106.16250156000,-5.92311256000
106.16277254000,-5.92311199000
106.12266723000,-5.92346599000
106.12293821000,-5.92346544000
106.15572752000,-5.92339806000
106.16250213000,-5.92338389000
106.16277311000,-5.92338332000
106.16304409000,-5.92338276000
106.12266777000,-5.92373733000
106.12293876000,-5.92373678000
106.12320975000,-5.92373623000
106.12348074000,-5.92373568000
106.15464415000,-5.92367165000
106.15491513000,-5.92367109000
106.15599907000,-5.92366883000
106.15627006000,-5.92366826000
106.15654104000,-5.92366770000
106.16277368000,-5.92365466000
106.16304466000,-5.92365409000
106.16331565000,-5.92365352000
106.12266832000,-5.92400866000
106.12293931000,-5.92400812000
106.12321030000,-5.92400757000
106.12348128000,-5.92400702000
106.15464471000,-5.92394298000
106.15491570000,-5.92394242000
106.15518668000,-5.92394186000
106.16304523000,-5.92392542000
106.16331621000,-5.92392486000
106.12266887000,-5.92428000000
106.12293986000,-5.92427945000
106.12321085000,-5.92427890000
106.12348183000,-5.92427836000
106.12375282000,-5.92427781000
106.12402381000,-5.92427726000
106.12727566000,-5.92427065000
106.12754665000,-5.92427010000
106.12781764000,-5.92426955000
106.15437429000,-5.92421488000
106.15464528000,-5.92421432000
106.15491626000,-5.92421375000
106.15518725000,-5.92421319000
106.16331678000,-5.92419619000
106.12239843000,-5.92455189000
106.12266942000,-5.92455134000
106.12294041000,-5.92455079000
106.12321139000,-5.92455024000
106.12348238000,-5.92454969000
106.12375337000,-5.92454914000
106.12402436000,-5.92454859000
106.12429535000,-5.92454805000
106.12456633000,-5.92454750000
106.12700522000,-5.92454254000
106.12727621000,-5.92454199000
106.12781819000,-5.92454089000
106.12808918000,-5.92454034000
106.12836016000,-5.92453979000
106.16358833000,-5.92446695000
106.16385932000,-5.92446639000
106.12239898000,-5.92482323000
106.12266997000,-5.92482268000
106.12294095000,-5.92482213000
106.12402491000,-5.92481993000
106.12429589000,-5.92481938000
106.12456688000,-5.92481883000
106.12700577000,-5.92481388000
106.12727676000,-5.92481333000
106.12808973000,-5.92481167000
106.12836071000,-5.92481112000
106.12863170000,-5.92481057000
106.16385989000,-5.92473772000
106.16413087000,-5.92473715000
106.12239953000,-5.92509457000
106.12267051000,-5.92509402000
106.12294150000,-5.92509347000
106.12402546000,-5.92509127000
106.12429644000,-5.92509072000
106.12456743000,-5.92509017000
106.12483842000,-5.92508962000
106.12646435000,-5.92508632000
106.12673534000,-5.92508577000
106.12700633000,-5.92508522000
106.12727731000,-5.92508467000
106.12754830000,-5.92508411000
106.12781929000,-5.92508356000
106.12836126000,-5.92508246000
106.12863225000,-5.92508191000
106.12890324000,-5.92508136000
106.16413144000,-5.92500848000
106.12267106000,-5.92536535000
106.12294205000,-5.92536481000
106.12321304000,-5.92536426000
106.12375502000,-5.92536316000
106.12402600000,-5.92536261000
106.12429699000,-5.92536206000
106.12456798000,-5.92536151000
106.12483897000,-5.92536096000
106.12646490000,-5.92535766000
106.12673589000,-5.92535711000
106.12700688000,-5.92535655000
106.12727786000,-5.92535600000
106.12754885000,-5.92535545000
106.12781984000,-5.92535490000
106.12863280000,-5.92535325000
106.12890379000,-5.92535269000
106.12917478000,-5.92535214000
106.16413201000,-5.92527982000
106.16440299000,-5.92527925000
106.12294260000,-5.92563614000
106.12321359000,-5.92563559000
106.12402655000,-5.92563395000
106.12429754000,-5.92563340000
106.12456853000,-5.92563285000
106.12483952000,-5.92563230000
106.12673644000,-5.92562844000
106.12700743000,-5.92562789000
106.12727841000,-5.92562734000
106.12754940000,-5.92562679000
106.12782039000,-5.92562624000
106.12917533000,-5.92562348000
106.12944632000,-5.92562293000
106.16440356000,-5.92555058000
106.16467455000,-5.92555001000
106.12294315000,-5.92590748000
106.12321414000,-5.92590693000
106.12402710000,-5.92590528000
106.12429809000,-5.92590473000
106.12456908000,-5.92590418000
106.12484007000,-5.92590363000
106.12511106000,-5.92590308000
106.12700798000,-5.92589923000
106.12727896000,-5.92589868000
106.12754995000,-5.92589813000
106.12782094000,-5.92589758000
106.12944687000,-5.92589426000
106.16467511000,-5.92582135000
106.16494610000,-5.92582078000
106.12294370000,-5.92617882000
106.12321468000,-5.92617827000
106.12402765000,-5.92617662000
106.12429864000,-5.92617607000
106.12456963000,-5.92617552000
106.12484062000,-5.92617497000
106.12511161000,-5.92617442000
106.12700853000,-5.92617057000
106.12727952000,-5.92617002000
106.12755050000,-5.92616946000
106.12782149000,-5.92616891000
106.12917643000,-5.92616615000
106.12944742000,-5.92616560000
106.16494667000,-5.92609211000
106.16521765000,-5.92609154000
106.12294424000,-5.92645016000
106.12321523000,-5.92644961000
106.12429919000,-5.92644741000
106.12457018000,-5.92644686000
106.12809303000,-5.92643970000
106.12917699000,-5.92643749000
106.16494724000,-5.92636345000
106.16521822000,-5.92636288000
106.12321578000,-5.92672095000
106.12429974000,-5.92671875000
106.12457073000,-5.92671820000
106.12484172000,-5.92671765000
106.12809358000,-5.92671104000
106.12890655000,-5.92670938000
106.16521879000,-5.92663421000
106.16548978000,-5.92663364000
106.12321633000,-5.92699228000
106.12348732000,-5.92699173000
106.12430029000,-5.92699009000
106.12457128000,-5.92698954000
106.12484227000,-5.92698899000
106.12809413000,-5.92698237000
106.12836512000,-5.92698182000
106.12863611000,-5.92698127000
106.12890710000,-5.92698072000
106.16521936000,-5.92690554000
106.16549035000,-5.92690497000
106.12348787000,-5.92726307000
106.12375886000,-5.92726252000
106.12402985000,-5.92726197000
106.12430084000,-5.92726142000
106.12457183000,-5.92726087000
106.12809468000,-5.92725371000
106.12836567000,-5.92725316000
106.12863666000,-5.92725261000
106.13920521000,-5.92723098000
106.16549091000,-5.92717631000
