longitude,latitude,spl
106.12452523000,-5.90419716000,28.52310000000
106.12723501000,-5.90419167000,28.19330000000
106.12994478000,-5.90418617000,27.99840000000
106.13265456000,-5.90418066000,28.41270000000
106.13536433000,-5.90417514000,28.43130000000
106.13807410000,-5.90416960000,28.39160000000
106.14078386000,-5.90416405000,28.38470000000
106.14349363000,-5.90415848000,27.86360000000
106.14620339000,-5.90415290000,28.01690000000
106.14891315000,-5.90414731000,28.32630000000
106.15162290000,-5.90414171000,27.23010000000
106.15433266000,-5.90413609000,27.88490000000
106.15704241000,-5.90413046000,27.74100000000
106.15975216000,-5.90412482000,28.29130000000
106.16246190000,-5.90411916000,28.00850000000
106.16517165000,-5.90411349000,27.98960000000
106.16788139000,-5.90410781000,27.67200000000
106.17059112000,-5.90410211000,27.56780000000
106.17330086000,-5.90409640000,28.06370000000
106.17601059000,-5.90409068000,27.44820000000
106.17872032000,-5.90408494000,27.87410000000
106.18143005000,-5.90407919000,27.84440000000
106.12479675000,-5.90446795000,28.35470000000
106.12750653000,-5.90446246000,27.80730000000
106.13021631000,-5.90445696000,28.11700000000
106.13292608000,-5.90445145000,28.28130000000
106.13563586000,-5.90444592000,28.44670000000
106.13834563000,-5.90444038000,28.36890000000
106.14105540000,-5.90443483000,28.25450000000
106.14376516000,-5.90442926000,27.77180000000
106.14647492000,-5.90442368000,28.06130000000
106.14918468000,-5.90441809000,28.41000000000
106.15189444000,-5.90441248000,27.64860000000
106.15460419000,-5.90440686000,27.82800000000
106.15731395000,-5.90440123000,27.77350000000
106.16002370000,-5.90439559000,28.11470000000
106.16273344000,-5.90438993000,28.04520000000
106.16544319000,-5.90438426000,27.92000000000
106.16815293000,-5.90437857000,27.73940000000
106.17086267000,-5.90437287000,27.65290000000
106.17357240000,-5.90436716000,28.04530000000
106.17628214000,-5.90436144000,27.23160000000
106.17899187000,-5.90435570000,27.99970000000
106.18170159000,-5.90434995000,27.81990000000
106.12506828000,-5.90473874000,28.04790000000
106.12777806000,-5.90473325000,27.73710000000
106.13048784000,-5.90472775000,28.37610000000
106.13319761000,-5.90472223000,28.08650000000
106.13590739000,-5.90471670000,28.49810000000
106.13861716000,-5.90471116000,28.34100000000
106.14132693000,-5.90470561000,28.25630000000
106.14403669000,-5.90470004000,27.70440000000
106.14674646000,-5.90469446000,28.12370000000
106.14945622000,-5.90468886000,28.21670000000
106.15216598000,-5.90468326000,27.87640000000
106.15487573000,-5.90467764000,27.78170000000
106.15758548000,-5.90467200000,27.81520000000
106.16029524000,-5.90466636000,28.02130000000
106.16300498000,-5.90466070000,28.22560000000
106.16571473000,-5.90465502000,27.80710000000
106.16842447000,-5.90464934000,27.65880000000
106.17113421000,-5.90464364000,27.84370000000
106.17384395000,-5.90463792000,28.06700000000
106.17655368000,-5.90463220000,27.68130000000
106.17926341000,-5.90462646000,27.88610000000
106.18197314000,-5.90462071000,27.83930000000
106.12533980000,-5.90500953000,27.99110000000
106.12804959000,-5.90500404000,27.77880000000
106.13075937000,-5.90499853000,28.47750000000
106.13346914000,-5.90499302000,28.13980000000
106.13617892000,-5.90498749000,28.51190000000
106.13888869000,-5.90498194000,28.36610000000
106.14159846000,-5.90497639000,28.39000000000
106.14430823000,-5.90497082000,27.45510000000
106.14701799000,-5.90496524000,28.06690000000
106.14972775000,-5.90495964000,27.93770000000
106.15243751000,-5.90495403000,27.84410000000
106.15514727000,-5.90494841000,27.72160000000
106.15785702000,-5.90494277000,27.86580000000
106.16056677000,-5.90493713000,27.83090000000
106.16327652000,-5.90493146000,28.16610000000
106.16598627000,-5.90492579000,27.71140000000
106.16869601000,-5.90492010000,27.59820000000
106.17140575000,-5.90491440000,27.94730000000
106.17411549000,-5.90490868000,28.15210000000
106.17682523000,-5.90490296000,28.35180000000
106.17953496000,-5.90489722000,27.59010000000
106.18224469000,-5.90489146000,28.07360000000
106.12561133000,-5.90528032000,28.11940000000
106.12832111000,-5.90527482000,27.71850000000
106.13103089000,-5.90526932000,28.50930000000
106.13374067000,-5.90526380000,28.39040000000
106.13645045000,-5.90525827000,28.47240000000
106.13916022000,-5.90525272000,28.25860000000
106.14186999000,-5.90524717000,28.36820000000
106.14457976000,-5.90524160000,27.42440000000
106.14728953000,-5.90523601000,27.90030000000
106.14999929000,-5.90523041000,27.75830000000
106.15270905000,-5.90522480000,27.70840000000
106.15541881000,-5.90521918000,27.71060000000
106.15812856000,-5.90521354000,27.86980000000
106.16083831000,-5.90520789000,27.51120000000
106.16354806000,-5.90520223000,28.00460000000
106.16625781000,-5.90519655000,27.61440000000
106.16896756000,-5.90519086000,27.64380000000
106.17167730000,-5.90518516000,27.92620000000
106.17438704000,-5.90517945000,28.07760000000
106.17709677000,-5.90517372000,28.22780000000
106.17980651000,-5.90516797000,27.33450000000
106.18251624000,-5.90516222000,28.26220000000
106.12588285000,-5.90555110000,28.33720000000
106.12859264000,-5.90554561000,27.70910000000
106.13130242000,-5.90554010000,28.49490000000
106.13401220000,-5.90553459000,28.48770000000
106.13672198000,-5.90552905000,28.45280000000
